Time,Kennedybrücke,Nordbrücke,Südbrücke,Estermannufer,Von-Sandt-Ufer,Rhenusallee,Brühler Straße,Wilhelm-Spiritus-Ufer,Mc Cloy Weg,Weg auf Damm Neil
2020-01-18 09:00:00,210,29,58,22,32,45,32,31,18,63
2020-01-18 10:00:00,254,29,68,14,41,61,36,46,34,62
2020-01-18 11:00:00,326,37,68,20,46,65,41,74,47,71
2020-01-18 12:00:00,388,50,88,27,57,89,41,80,43,120
2020-01-18 13:00:00,347,53,99,23,84,100,51,81,55,85
2020-01-18 14:00:00,407,55,105,24,73,104,33,101,44,114
2020-01-18 15:00:00,352,45,70,23,71,91,33,94,50,98
2020-01-18 16:00:00,346,53,61,22,38,97,28,82,40,111
2020-01-18 17:00:00,344,38,66,13,54,44,13,74,27,47
2020-01-18 18:00:00,265,5,38,5,24,17,19,47,10,23
2020-01-18 19:00:00,248,10,18,5,16,18,5,25,10,25
2020-01-18 20:00:00,197,6,26,1,4,17,6,16,1,21
2020-01-18 21:00:00,114,8,12,0,4,4,3,6,4,2
2020-01-18 22:00:00,141,5,12,1,4,3,4,8,0,7
2020-01-18 23:00:00,98,6,11,0,1,10,2,5,0,12
2020-01-19 00:00:00,106,3,13,0,0,9,4,4,0,14
2020-01-19 01:00:00,79,2,7,0,1,14,5,4,2,14
2020-01-19 02:00:00,55,2,6,0,0,12,4,4,0,11
2020-01-19 03:00:00,28,0,1,0,0,7,1,1,1,6
2020-01-19 04:00:00,13,1,3,1,1,3,1,1,0,1
2020-01-19 05:00:00,11,2,12,0,0,1,1,4,0,0
2020-01-19 06:00:00,18,2,1,0,4,2,1,0,1,2
2020-01-19 07:00:00,26,1,15,1,6,5,2,10,4,4
2020-01-19 08:00:00,51,8,14,5,5,12,5,7,5,6
2020-01-19 09:00:00,86,14,30,3,16,33,14,21,23,18
2020-01-19 10:00:00,161,28,40,5,42,48,16,29,29,45
2020-01-19 11:00:00,174,39,78,22,45,79,28,67,25,50
2020-01-19 12:00:00,215,42,46,15,44,62,31,59,29,70
2020-01-19 13:00:00,211,41,85,28,55,77,26,98,36,72
2020-01-19 14:00:00,259,55,90,28,47,82,20,92,33,59
2020-01-19 15:00:00,219,43,97,18,96,91,18,92,61,86
2020-01-19 16:00:00,226,47,68,19,65,66,19,70,49,58
2020-01-19 17:00:00,240,19,55,5,32,46,17,41,23,61
2020-01-19 18:00:00,173,13,22,4,20,27,17,20,6,32
2020-01-19 19:00:00,143,16,22,1,6,10,17,21,5,10
2020-01-19 20:00:00,129,10,16,3,3,11,5,17,2,10
2020-01-19 21:00:00,111,5,10,0,1,8,12,10,2,11
2020-01-19 22:00:00,76,2,11,2,1,4,1,9,0,4
2020-01-19 23:00:00,39,3,8,0,2,4,8,9,0,0
2020-01-20 00:00:00,11,0,1,0,0,1,3,0,0,1
2020-01-20 01:00:00,10,0,0,0,0,0,1,0,0,0
2020-01-20 02:00:00,4,1,0,0,0,0,0,0,0,0
2020-01-20 03:00:00,9,2,5,0,0,2,1,3,0,2
2020-01-20 04:00:00,9,7,5,0,1,2,3,3,1,2
2020-01-20 05:00:00,54,20,38,1,7,8,9,15,5,7
2020-01-20 06:00:00,205,52,105,16,19,48,47,55,15,34
2020-01-20 07:00:00,761,110,343,52,132,171,104,223,77,177
2020-01-20 08:00:00,790,100,540,42,196,194,96,402,66,139
2020-01-20 09:00:00,420,47,206,16,71,94,51,183,32,79
2020-01-20 10:00:00,277,19,61,7,33,41,35,44,23,34
2020-01-20 11:00:00,273,20,52,12,28,46,24,60,21,50
2020-01-20 12:00:00,312,19,75,17,36,58,52,67,22,76
2020-01-20 13:00:00,403,36,110,8,40,53,55,106,25,75
2020-01-20 14:00:00,380,63,135,24,55,96,60,115,35,90
2020-01-20 15:00:00,495,93,204,22,83,114,69,136,52,110
2020-01-20 16:00:00,667,113,304,43,115,146,101,228,46,133
2020-01-20 17:00:00,767,95,362,36,124,167,108,280,77,140
2020-01-20 18:00:00,640,51,248,15,78,130,64,242,40,116
2020-01-20 19:00:00,382,28,114,12,45,47,29,101,28,62
2020-01-20 20:00:00,254,15,51,0,14,24,26,41,8,32
2020-01-20 21:00:00,216,10,25,1,7,10,21,24,2,17
2020-01-20 22:00:00,149,3,24,2,4,9,11,11,3,8
2020-01-20 23:00:00,58,3,9,0,0,2,8,3,0,5
2020-01-21 00:00:00,22,3,4,0,0,1,4,3,0,0
2020-01-21 01:00:00,11,0,1,0,0,1,0,0,0,2
2020-01-21 02:00:00,2,0,0,0,0,0,2,0,0,0
2020-01-21 03:00:00,5,0,1,0,0,1,1,1,0,0
2020-01-21 04:00:00,11,2,10,0,1,0,3,1,1,0
2020-01-21 05:00:00,55,28,31,2,6,10,9,21,4,5
2020-01-21 06:00:00,197,66,119,15,23,34,35,68,16,29
2020-01-21 07:00:00,728,94,338,53,121,158,108,218,74,154
2020-01-21 08:00:00,760,86,516,26,172,197,105,418,36,142
2020-01-21 09:00:00,389,39,185,13,65,93,49,184,5,70
2020-01-21 10:00:00,250,52,80,5,30,58,26,85,6,56
2020-01-21 11:00:00,270,28,52,10,38,46,43,71,18,57
2020-01-21 12:00:00,359,42,91,24,49,55,38,88,39,74
2020-01-21 13:00:00,378,43,125,13,50,93,50,90,27,106
2020-01-21 14:00:00,459,64,157,25,51,114,45,105,37,123
2020-01-21 15:00:00,544,84,224,41,81,147,64,166,32,149
2020-01-21 16:00:00,706,132,322,55,111,181,97,213,65,193
2020-01-21 17:00:00,758,106,383,34,114,207,81,300,57,198
2020-01-21 18:00:00,640,61,227,18,82,135,49,214,31,123
2020-01-21 19:00:00,434,45,97,6,40,44,48,82,26,64
2020-01-21 20:00:00,256,16,64,2,12,24,24,26,7,35
2020-01-21 21:00:00,181,10,25,1,4,9,15,20,3,12
2020-01-21 22:00:00,161,10,20,0,7,8,8,14,3,18
2020-01-21 23:00:00,70,2,6,0,2,0,6,2,1,2
2020-01-22 00:00:00,22,0,2,0,0,1,2,1,0,0
2020-01-22 01:00:00,12,0,0,1,0,0,1,0,0,0
2020-01-22 02:00:00,7,0,1,0,0,0,0,0,0,0
2020-01-22 03:00:00,10,0,2,0,2,0,1,1,0,1
2020-01-22 04:00:00,15,4,3,0,1,1,4,3,1,1
2020-01-22 05:00:00,41,19,35,2,4,5,11,13,3,4
2020-01-22 06:00:00,207,50,109,14,19,36,43,53,18,28
2020-01-22 07:00:00,659,103,328,47,117,126,94,195,66,145
2020-01-22 08:00:00,797,80,473,32,155,176,87,398,53,121
2020-01-22 09:00:00,392,36,171,8,59,79,36,171,28,66
2020-01-22 10:00:00,233,21,69,3,25,33,31,52,11,36
2020-01-22 11:00:00,225,14,57,8,12,31,41,41,11,28
2020-01-22 12:00:00,268,23,79,12,24,42,33,72,15,41
2020-01-22 13:00:00,343,35,89,8,37,44,56,93,13,58
2020-01-22 14:00:00,357,32,112,10,57,57,48,67,28,63
2020-01-22 15:00:00,409,59,179,19,42,76,57,125,53,77
2020-01-22 16:00:00,624,93,238,25,91,136,80,170,37,111
2020-01-22 17:00:00,650,86,323,33,110,161,87,259,50,142
2020-01-22 18:00:00,575,44,226,13,76,96,53,195,28,76
2020-01-22 19:00:00,398,37,105,5,43,45,41,87,14,60
2020-01-22 20:00:00,268,21,51,1,18,20,18,27,8,28
2020-01-22 21:00:00,196,7,36,2,6,17,16,33,5,18
2020-01-22 22:00:00,149,8,23,1,8,11,14,15,7,15
2020-01-22 23:00:00,75,1,10,0,6,2,5,11,1,7
2020-01-23 00:00:00,32,1,5,0,0,3,4,5,0,2
2020-01-23 01:00:00,11,0,3,0,0,1,1,3,0,0
2020-01-23 02:00:00,8,3,0,0,0,3,0,1,0,0
2020-01-23 03:00:00,5,2,1,0,0,0,1,1,0,0
2020-01-23 04:00:00,11,4,1,0,1,0,2,0,1,0
2020-01-23 05:00:00,47,22,27,1,5,3,9,13,4,5
2020-01-23 06:00:00,197,52,126,22,18,42,38,51,12,23
2020-01-23 07:00:00,690,106,341,46,117,139,99,201,65,161
2020-01-23 08:00:00,792,78,487,29,175,200,88,414,63,141
2020-01-23 09:00:00,359,37,175,7,64,76,52,164,32,62
2020-01-23 10:00:00,256,24,55,9,28,28,28,52,17,32
2020-01-23 11:00:00,261,31,64,3,38,33,38,51,15,43
2020-01-23 12:00:00,308,36,99,18,45,49,43,70,19,57
2020-01-23 13:00:00,388,40,94,14,38,70,50,80,27,74
2020-01-23 14:00:00,415,32,127,14,33,64,57,75,17,81
2020-01-23 15:00:00,438,60,189,17,63,73,56,104,35,75
2020-01-23 16:00:00,659,96,286,44,85,137,78,197,37,135
2020-01-23 17:00:00,721,69,324,29,115,153,67,267,47,134
2020-01-23 18:00:00,591,51,214,19,69,96,48,195,30,100
2020-01-23 19:00:00,447,41,100,10,38,49,55,88,23,69
2020-01-23 20:00:00,267,20,38,2,12,18,18,35,3,30
2020-01-23 21:00:00,154,10,31,0,3,13,11,23,6,15
2020-01-23 22:00:00,166,7,21,4,7,13,11,12,1,13
2020-01-23 23:00:00,77,0,10,0,1,3,11,4,1,4
2020-01-24 00:00:00,33,2,4,1,0,2,6,2,0,2
2020-01-24 01:00:00,18,0,0,0,0,2,2,0,0,0
2020-01-24 02:00:00,10,0,1,0,0,0,2,0,0,0
2020-01-24 03:00:00,11,0,2,0,0,0,1,1,0,0
2020-01-24 04:00:00,9,3,1,0,0,0,1,0,1,1
2020-01-24 05:00:00,44,16,23,0,4,7,7,13,0,5
2020-01-24 06:00:00,177,57,101,13,16,31,36,57,12,26
2020-01-24 07:00:00,588,100,281,42,105,120,89,176,59,118
2020-01-24 08:00:00,601,63,365,22,138,137,70,296,41,97
2020-01-24 09:00:00,368,37,158,10,44,65,40,126,13,63
2020-01-24 10:00:00,259,34,63,2,30,35,34,51,25,34
2020-01-24 11:00:00,264,30,60,10,27,30,41,54,24,41
2020-01-24 12:00:00,339,41,90,14,29,51,55,78,20,48
2020-01-24 13:00:00,426,55,115,8,47,75,86,93,31,90
2020-01-24 14:00:00,497,56,156,18,50,76,61,117,30,81
2020-01-24 15:00:00,502,69,196,25,79,106,71,141,48,96
2020-01-24 16:00:00,561,65,233,31,83,126,48,183,46,110
2020-01-24 17:00:00,526,56,186,15,80,88,50,180,45,94
2020-01-24 18:00:00,441,30,106,10,46,64,34,120,27,60
2020-01-24 19:00:00,354,18,56,3,13,27,28,59,5,31
2020-01-24 20:00:00,228,13,33,0,12,15,20,23,5,18
2020-01-24 21:00:00,155,17,30,4,4,7,15,19,0,18
2020-01-24 22:00:00,185,6,14,2,7,7,15,16,3,14
2020-01-24 23:00:00,105,8,9,3,2,3,2,9,0,8
2020-01-25 00:00:00,90,2,7,0,3,5,8,7,0,2
2020-01-25 01:00:00,53,1,5,0,1,2,8,2,0,1
2020-01-25 02:00:00,25,0,0,0,0,2,2,1,0,1
2020-01-25 03:00:00,18,0,2,0,1,1,1,2,0,0
2020-01-25 04:00:00,11,2,2,0,1,0,0,0,0,0
2020-01-25 05:00:00,12,5,5,0,0,2,2,8,0,1
2020-01-25 06:00:00,20,5,7,0,1,5,5,4,0,1
2020-01-25 07:00:00,35,3,13,2,2,3,7,5,1,4
2020-01-25 08:00:00,78,9,25,5,8,20,19,19,6,17
2020-01-25 09:00:00,185,26,34,6,17,21,22,27,5,42
2020-01-25 10:00:00,254,32,38,11,27,30,19,34,27,35
2020-01-25 11:00:00,357,36,55,6,35,53,31,39,26,73
2020-01-25 12:00:00,338,29,58,28,42,72,31,70,33,102
2020-01-25 13:00:00,332,57,65,21,57,75,40,83,44,67
2020-01-25 14:00:00,395,34,44,14,45,88,45,82,32,102
2020-01-25 15:00:00,313,59,71,20,48,54,21,86,42,62
2020-01-25 16:00:00,297,26,45,7,59,46,17,82,58,58
2020-01-25 17:00:00,277,24,51,11,25,36,24,39,17,56
2020-01-25 18:00:00,237,8,19,6,20,13,17,23,12,18
2020-01-25 19:00:00,218,3,23,0,10,15,19,18,4,27
2020-01-25 20:00:00,163,6,16,2,3,9,14,7,3,11
2020-01-25 21:00:00,116,8,15,2,4,6,14,12,0,11
2020-01-25 22:00:00,99,0,1,0,0,5,7,4,2,5
2020-01-25 23:00:00,106,2,6,1,3,0,6,9,2,2
2020-01-26 00:00:00,98,10,7,0,0,4,8,5,0,3
2020-01-26 01:00:00,58,5,5,0,0,7,4,2,1,7
2020-01-26 02:00:00,27,3,0,0,0,2,3,1,0,3
2020-01-26 03:00:00,25,1,0,0,0,0,2,0,0,0
2020-01-26 04:00:00,9,1,2,0,1,1,1,0,0,2
2020-01-26 05:00:00,14,2,4,0,0,3,2,3,0,1
2020-01-26 06:00:00,13,0,11,0,4,3,0,6,3,1
2020-01-26 07:00:00,13,1,5,1,3,4,2,7,1,3
2020-01-26 08:00:00,55,7,11,6,5,17,12,13,12,14
2020-01-26 09:00:00,105,24,47,4,12,37,9,25,21,27
2020-01-26 10:00:00,202,37,76,15,42,76,15,66,36,78
2020-01-26 11:00:00,181,68,106,26,61,123,19,78,48,111
2020-01-26 12:00:00,292,98,148,59,146,189,26,132,108,176
2020-01-26 13:00:00,344,120,192,66,161,205,32,205,104,217
2020-01-26 14:00:00,448,174,225,68,148,298,28,196,109,254
2020-01-26 15:00:00,395,142,234,68,144,253,32,184,91,209
2020-01-26 16:00:00,378,105,139,63,112,144,36,160,75,149
2020-01-26 17:00:00,362,85,94,22,63,92,31,97,47,88
2020-01-26 18:00:00,258,17,29,1,31,27,27,40,16,34
2020-01-26 19:00:00,207,7,18,2,7,16,10,15,3,20
2020-01-26 20:00:00,154,9,9,0,4,6,4,11,2,8
2020-01-26 21:00:00,94,3,7,1,3,10,4,5,4,10
2020-01-26 22:00:00,105,1,16,1,2,2,9,10,0,5
2020-01-26 23:00:00,22,2,5,0,0,1,2,2,0,2
2020-01-27 00:00:00,14,1,3,0,1,0,3,2,0,0
2020-01-27 01:00:00,5,1,1,0,0,0,1,1,0,1
2020-01-27 02:00:00,4,0,0,0,0,0,1,0,0,0
2020-01-27 03:00:00,5,1,3,0,0,0,1,1,0,0
2020-01-27 04:00:00,11,2,3,0,0,0,2,0,1,0
2020-01-27 05:00:00,51,14,27,3,3,11,9,10,2,7
2020-01-27 06:00:00,163,41,96,15,28,32,36,41,17,22
2020-01-27 07:00:00,622,90,288,43,105,112,77,206,64,102
2020-01-27 08:00:00,677,74,432,23,157,154,78,366,60,125
2020-01-27 09:00:00,357,33,175,9,60,89,42,163,36,63
2020-01-27 10:00:00,287,21,53,17,40,49,29,67,19,41
2020-01-27 11:00:00,244,23,51,10,22,24,39,53,27,36
2020-01-27 12:00:00,285,27,77,10,31,41,46,58,15,52
2020-01-27 13:00:00,320,25,77,10,32,60,35,67,26,58
2020-01-27 14:00:00,278,28,96,9,27,46,42,62,13,41
2020-01-27 15:00:00,325,37,124,18,40,38,50,79,19,44
2020-01-27 16:00:00,456,65,203,18,49,81,61,112,27,64
2020-01-27 17:00:00,551,79,294,15,86,122,60,221,32,90
2020-01-27 18:00:00,496,45,192,19,54,83,51,207,26,74
2020-01-27 19:00:00,331,23,83,9,27,38,30,74,22,45
2020-01-27 20:00:00,226,16,39,6,8,24,25,36,6,29
2020-01-27 21:00:00,165,13,26,1,4,6,12,18,4,10
2020-01-27 22:00:00,115,2,20,0,3,2,22,10,1,4
2020-01-27 23:00:00,49,4,7,1,0,5,3,5,0,4
2020-01-28 00:00:00,17,0,2,0,1,1,4,1,1,0
2020-01-28 01:00:00,6,2,0,1,0,0,0,0,0,0
2020-01-28 02:00:00,10,1,1,0,0,0,0,0,0,0
2020-01-28 03:00:00,6,2,2,0,1,0,2,2,0,0
2020-01-28 04:00:00,6,2,0,0,1,1,2,0,1,0
2020-01-28 05:00:00,41,13,22,0,6,7,9,16,2,7
2020-01-28 06:00:00,210,50,104,20,20,28,37,43,10,25
2020-01-28 07:00:00,623,97,279,42,103,131,91,201,58,142
2020-01-28 08:00:00,615,66,357,22,115,123,90,301,12,76
2020-01-28 09:00:00,291,35,120,9,32,51,37,136,1,43
2020-01-28 10:00:00,189,12,57,9,26,18,35,36,3,22
2020-01-28 11:00:00,198,13,41,8,29,23,22,46,7,31
2020-01-28 12:00:00,284,20,47,5,24,35,33,39,7,38
2020-01-28 13:00:00,315,25,72,6,40,42,43,75,20,52
2020-01-28 14:00:00,321,33,91,12,34,42,48,61,12,38
2020-01-28 15:00:00,426,47,151,14,57,57,58,81,28,73
2020-01-28 16:00:00,569,86,230,25,91,124,82,158,53,107
2020-01-28 17:00:00,638,76,254,17,118,133,67,219,53,114
2020-01-28 18:00:00,570,59,186,18,64,87,47,186,37,99
2020-01-28 19:00:00,346,26,79,5,35,35,40,71,11,44
2020-01-28 20:00:00,261,14,53,5,13,21,27,37,9,39
2020-01-28 21:00:00,191,11,23,2,1,12,13,20,7,9
2020-01-28 22:00:00,177,7,15,1,4,6,9,14,1,13
2020-01-28 23:00:00,62,1,7,0,3,1,3,3,1,2
2020-01-29 00:00:00,21,1,3,1,1,1,5,2,1,1
2020-01-29 01:00:00,9,0,1,0,0,1,1,2,0,1
2020-01-29 02:00:00,11,1,0,0,0,0,0,0,0,0
2020-01-29 03:00:00,5,1,0,0,0,0,1,1,0,0
2020-01-29 04:00:00,9,5,5,0,0,0,2,0,1,0
2020-01-29 05:00:00,51,20,37,1,7,10,11,14,4,8
2020-01-29 06:00:00,193,45,110,15,27,28,47,56,17,18
2020-01-29 07:00:00,673,89,304,44,118,134,92,215,55,139
2020-01-29 08:00:00,777,92,501,20,177,178,93,402,54,147
2020-01-29 09:00:00,365,36,162,7,63,85,51,185,32,49
2020-01-29 10:00:00,254,26,69,3,26,49,30,50,12,51
2020-01-29 11:00:00,239,27,63,10,39,46,36,61,21,46
2020-01-29 12:00:00,320,25,79,13,35,43,44,63,34,52
2020-01-29 13:00:00,342,28,95,12,49,50,50,80,24,63
2020-01-29 14:00:00,326,32,132,13,58,52,46,73,28,51
2020-01-29 15:00:00,407,49,197,12,68,75,73,103,32,76
2020-01-29 16:00:00,571,95,259,37,96,132,76,182,55,99
2020-01-29 17:00:00,651,91,331,20,120,175,81,253,66,154
2020-01-29 18:00:00,619,65,243,20,75,103,51,225,38,93
2020-01-29 19:00:00,386,42,108,5,36,60,33,72,23,65
2020-01-29 20:00:00,260,19,65,4,12,24,17,40,6,30
2020-01-29 21:00:00,172,13,30,0,8,13,11,16,8,21
2020-01-29 22:00:00,180,7,39,1,1,13,10,9,0,7
2020-01-29 23:00:00,85,2,14,0,2,4,8,4,0,5
2020-01-30 00:00:00,21,0,9,0,2,3,1,2,2,2
2020-01-30 01:00:00,12,0,2,1,0,0,0,4,0,0
2020-01-30 02:00:00,6,1,0,0,1,0,1,0,1,0
2020-01-30 03:00:00,5,0,1,0,0,0,2,1,0,0
2020-01-30 04:00:00,7,4,3,0,0,0,1,1,1,0
2020-01-30 05:00:00,51,11,31,2,6,6,10,12,2,8
2020-01-30 06:00:00,210,60,107,20,23,28,39,58,12,25
2020-01-30 07:00:00,729,108,334,51,119,152,93,236,59,160
2020-01-30 08:00:00,767,99,538,26,170,195,79,388,68,150
2020-01-30 09:00:00,438,31,193,15,75,84,45,199,35,57
2020-01-30 10:00:00,272,35,83,17,37,52,32,69,33,66
2020-01-30 11:00:00,294,30,88,10,47,58,43,63,27,58
2020-01-30 12:00:00,348,33,111,15,55,59,30,111,33,67
2020-01-30 13:00:00,438,37,133,29,38,76,67,120,28,80
2020-01-30 14:00:00,408,38,157,19,58,76,53,119,29,89
2020-01-30 15:00:00,553,84,210,34,90,119,83,151,41,128
2020-01-30 16:00:00,752,83,351,56,122,129,91,227,65,139
2020-01-30 17:00:00,693,80,321,32,122,154,59,268,69,151
2020-01-30 18:00:00,564,50,198,13,68,70,55,197,35,62
2020-01-30 19:00:00,358,21,96,6,32,40,44,60,11,52
2020-01-30 20:00:00,240,17,49,2,19,22,23,36,4,33
2020-01-30 21:00:00,170,8,27,0,10,16,21,21,3,15
2020-01-30 22:00:00,177,5,19,2,6,9,12,11,2,9
2020-01-30 23:00:00,99,5,6,1,4,11,9,6,1,11
2020-01-31 00:00:00,38,1,7,0,0,1,5,3,0,1
2020-01-31 01:00:00,25,1,2,0,0,0,1,0,0,0
2020-01-31 02:00:00,6,0,2,0,1,0,0,1,1,0
2020-01-31 03:00:00,8,2,2,0,0,1,2,2,0,0
2020-01-31 04:00:00,8,3,0,0,1,0,2,0,1,0
2020-01-31 05:00:00,47,9,24,1,3,4,10,10,0,4
2020-01-31 06:00:00,174,51,93,12,21,41,40,51,16,24
2020-01-31 07:00:00,637,92,278,54,97,127,90,197,65,142
2020-01-31 08:00:00,611,68,361,14,151,130,70,299,51,95
2020-01-31 09:00:00,408,28,141,11,66,76,47,152,39,75
2020-01-31 10:00:00,356,29,72,12,50,54,28,77,35,57
2020-01-31 11:00:00,349,44,73,24,53,75,36,105,32,97
2020-01-31 12:00:00,439,68,104,28,76,102,58,138,56,105
2020-01-31 13:00:00,510,90,160,37,103,130,68,154,71,153
2020-01-31 14:00:00,591,87,203,58,103,174,80,188,82,170
2020-01-31 15:00:00,606,115,273,54,152,199,69,206,100,202
2020-01-31 16:00:00,727,129,278,53,171,243,80,264,98,253
2020-01-31 17:00:00,728,81,259,40,115,178,59,257,70,176
2020-01-31 18:00:00,548,41,111,23,57,61,42,155,41,81
2020-01-31 19:00:00,375,21,64,5,32,38,46,50,16,31
2020-01-31 20:00:00,300,20,38,4,22,26,22,28,5,30
2020-01-31 21:00:00,177,14,21,0,12,17,12,19,10,14
2020-01-31 22:00:00,171,7,21,0,8,16,14,28,6,18
2020-01-31 23:00:00,123,4,15,2,2,5,7,4,1,14
2020-02-01 00:00:00,94,10,9,1,3,2,16,8,4,2
2020-02-01 01:00:00,76,8,7,0,7,8,8,5,3,10
2020-02-01 02:00:00,43,2,1,0,0,4,4,0,1,5
2020-02-01 03:00:00,20,3,2,1,1,2,3,1,1,3
2020-02-01 04:00:00,12,0,4,0,1,1,4,0,0,0
2020-02-01 05:00:00,17,3,6,0,0,2,4,3,0,2
2020-02-01 06:00:00,19,7,7,0,3,5,3,5,1,3
2020-02-01 07:00:00,39,5,8,1,2,7,7,6,0,4
2020-02-01 08:00:00,89,8,18,5,11,5,13,16,7,11
2020-02-01 09:00:00,129,9,16,0,5,17,13,15,3,29
2020-02-01 10:00:00,107,9,15,3,6,10,9,5,3,15
2020-02-01 11:00:00,99,2,18,3,7,9,13,10,1,15
2020-02-01 12:00:00,125,6,16,1,3,11,9,7,2,21
2020-02-01 13:00:00,156,16,24,3,13,10,13,19,2,21
2020-02-01 14:00:00,222,24,38,11,28,34,26,39,19,44
2020-02-01 15:00:00,251,27,36,14,36,38,26,51,14,60
2020-02-01 16:00:00,244,41,49,13,62,57,22,76,55,55
2020-02-01 17:00:00,211,35,58,8,48,39,26,59,36,51
2020-02-01 18:00:00,204,14,29,1,20,18,13,35,8,23
2020-02-01 19:00:00,183,10,21,1,9,15,19,28,4,14
2020-02-01 20:00:00,124,12,16,3,3,6,11,15,6,12
2020-02-01 21:00:00,115,7,7,2,2,5,13,7,2,8
2020-02-01 22:00:00,106,3,7,0,5,8,8,5,2,10
2020-02-01 23:00:00,92,2,10,0,0,2,6,6,0,3
2020-02-02 00:00:00,67,5,10,0,4,8,7,5,3,5
2020-02-02 01:00:00,51,2,6,0,8,7,2,8,0,7
2020-02-02 02:00:00,38,0,7,0,2,0,2,10,3,2
2020-02-02 03:00:00,13,2,2,0,0,0,5,1,0,0
2020-02-02 04:00:00,7,1,2,0,0,0,1,0,0,0
2020-02-02 05:00:00,9,0,3,0,0,0,1,2,0,1
2020-02-02 06:00:00,14,4,3,1,2,4,3,4,1,2
2020-02-02 07:00:00,34,3,5,1,5,3,4,7,5,5
2020-02-02 08:00:00,28,8,11,1,2,2,6,5,4,3
2020-02-02 09:00:00,37,0,20,0,8,16,9,11,7,10
2020-02-02 10:00:00,105,7,17,1,20,19,10,14,4,19
2020-02-02 11:00:00,117,12,35,9,19,25,10,25,20,31
2020-02-02 12:00:00,175,20,62,21,46,51,18,61,46,54
2020-02-02 13:00:00,178,39,75,22,58,83,28,94,35,83
2020-02-02 14:00:00,229,47,116,34,90,90,18,101,58,96
2020-02-02 15:00:00,221,41,91,23,80,93,25,84,55,92
2020-02-02 16:00:00,205,41,80,18,83,82,21,93,57,73
2020-02-02 17:00:00,244,44,49,21,83,62,19,86,50,68
2020-02-02 18:00:00,217,27,44,2,29,24,16,49,11,35
2020-02-02 19:00:00,186,15,17,1,8,13,15,21,8,16
2020-02-02 20:00:00,156,9,18,1,3,8,6,12,5,7
2020-02-02 21:00:00,136,9,20,1,8,11,8,10,1,11
2020-02-02 22:00:00,74,6,14,1,1,4,6,8,0,3
2020-02-02 23:00:00,73,2,11,0,3,1,3,1,0,3
2020-02-03 00:00:00,17,1,2,0,0,0,2,0,2,1
2020-02-03 01:00:00,7,0,0,0,0,0,1,0,0,0
2020-02-03 02:00:00,7,0,0,0,0,0,0,0,0,0
2020-02-03 03:00:00,9,2,4,0,1,0,1,1,0,0
2020-02-03 04:00:00,19,1,16,0,1,1,3,2,2,2
2020-02-03 05:00:00,48,14,33,1,9,7,8,13,7,6
2020-02-03 06:00:00,188,62,106,23,30,32,42,71,21,20
2020-02-03 07:00:00,698,107,346,50,118,128,87,236,78,118
2020-02-03 08:00:00,699,100,514,33,198,202,100,402,55,156
2020-02-03 09:00:00,416,59,202,18,93,93,37,212,40,77
2020-02-03 10:00:00,294,29,90,8,47,60,28,75,34,70
2020-02-03 11:00:00,294,25,85,12,36,60,34,64,35,69
2020-02-03 12:00:00,273,29,96,10,36,51,34,75,33,42
2020-02-03 13:00:00,381,31,98,9,48,54,58,96,31,62
2020-02-03 14:00:00,360,41,122,18,48,52,51,93,33,66
2020-02-03 15:00:00,447,69,202,28,95,91,70,123,55,85
2020-02-03 16:00:00,676,118,273,43,134,137,94,220,71,138
2020-02-03 17:00:00,701,94,327,27,106,164,70,286,53,134
2020-02-03 18:00:00,593,56,252,18,80,111,54,216,49,106
2020-02-03 19:00:00,358,28,74,14,18,41,41,76,14,47
2020-02-03 20:00:00,219,16,28,2,12,15,23,25,8,22
2020-02-03 21:00:00,155,9,20,0,5,8,12,18,5,8
2020-02-03 22:00:00,132,3,14,0,0,4,9,4,0,5
2020-02-03 23:00:00,36,6,3,0,1,5,3,0,0,3
2020-02-04 00:00:00,22,6,0,0,0,0,0,1,0,0
2020-02-04 01:00:00,8,0,0,0,0,0,1,0,0,0
2020-02-04 02:00:00,8,0,1,0,0,0,0,1,0,0
2020-02-04 03:00:00,2,3,2,0,0,0,0,0,0,0
2020-02-04 04:00:00,12,2,1,0,0,0,3,0,0,0
2020-02-04 05:00:00,55,15,25,1,8,4,5,12,5,4
2020-02-04 06:00:00,168,45,90,14,21,23,38,49,16,22
2020-02-04 07:00:00,642,87,300,36,118,121,88,184,57,120
2020-02-04 08:00:00,698,92,442,18,145,186,90,389,48,155
2020-02-04 09:00:00,395,39,166,9,58,84,37,147,25,55
2020-02-04 10:00:00,229,27,63,9,29,38,32,60,12,29
2020-02-04 11:00:00,186,18,42,2,10,29,33,25,6,27
2020-02-04 12:00:00,260,22,45,7,35,37,39,54,14,44
2020-02-04 13:00:00,333,35,97,6,38,39,52,75,26,51
2020-02-04 14:00:00,284,31,114,7,28,46,42,56,19,41
2020-02-04 15:00:00,371,44,135,11,43,52,52,83,15,51
2020-02-04 16:00:00,470,79,204,19,61,90,64,142,35,66
2020-02-04 17:00:00,557,68,260,6,86,110,45,207,42,88
2020-02-04 18:00:00,470,54,192,4,63,96,52,186,36,85
2020-02-04 19:00:00,319,25,95,2,28,39,45,64,12,31
2020-02-04 20:00:00,235,14,35,1,14,19,12,30,5,25
2020-02-04 21:00:00,144,13,21,0,0,5,12,19,1,11
