Time,Kennedybrücke,Nordbrücke,Südbrücke,Estermannufer,Von-Sandt-Ufer,Rhenusallee,Brühler Straße,Wilhelm-Spiritus-Ufer,Mc Cloy Weg,Weg auf Damm Neil
2020-04-05 05:00:00,8,3,0,0,1,4,1,4,1,2
2020-04-05 06:00:00,20,1,0,1,2,2,2,8,1,6
2020-04-05 07:00:00,26,16,0,3,13,23,1,18,16,20
2020-04-05 08:00:00,57,31,0,13,35,41,2,53,36,49
2020-04-05 09:00:00,107,68,0,25,75,107,10,139,69,94
2020-04-05 10:00:00,277,178,0,89,202,224,38,250,154,193
2020-04-05 11:00:00,419,280,0,200,327,372,67,374,231,336
2020-04-05 12:00:00,627,347,0,231,414,446,57,478,333,442
2020-04-05 13:00:00,679,385,0,300,496,584,57,593,433,534
2020-04-05 14:00:00,814,429,0,319,658,601,96,629,471,646
2020-04-05 15:00:00,961,446,0,337,579,686,77,767,423,702
2020-04-05 16:00:00,871,377,0,300,487,653,79,507,369,648
2020-04-05 17:00:00,835,360,0,229,366,542,60,449,286,572
2020-04-05 18:00:00,582,220,0,100,251,388,41,297,199,372
2020-04-05 19:00:00,454,130,0,84,125,228,24,160,82,254
2020-04-05 20:00:00,234,57,0,21,70,87,15,81,52,74
2020-04-05 21:00:00,77,14,0,18,22,22,11,30,10,21
2020-04-05 22:00:00,52,1,0,2,2,6,9,9,3,2
2020-04-05 23:00:00,23,5,0,1,3,2,4,3,1,2
2020-04-06 00:00:00,9,7,0,2,0,4,1,1,0,1
2020-04-06 01:00:00,9,0,0,0,0,1,5,0,1,0
2020-04-06 02:00:00,7,0,0,0,0,1,0,0,1,2
2020-04-06 03:00:00,4,1,0,0,0,0,0,1,0,0
2020-04-06 04:00:00,12,3,0,1,1,3,2,1,0,5
2020-04-06 05:00:00,59,17,0,2,4,8,11,11,5,2
2020-04-06 06:00:00,179,62,0,20,24,37,44,52,14,36
2020-04-06 07:00:00,440,81,0,46,71,95,75,157,55,92
2020-04-06 08:00:00,433,63,0,35,101,112,74,190,41,84
2020-04-06 09:00:00,320,45,0,14,91,83,30,106,49,118
2020-04-06 10:00:00,257,62,0,62,107,114,34,164,67,103
2020-04-06 11:00:00,370,96,0,80,147,179,63,196,121,177
2020-04-06 12:00:00,443,112,0,126,169,225,74,253,151,198
2020-04-06 13:00:00,497,159,0,130,246,279,67,318,173,236
2020-04-06 14:00:00,561,217,0,149,310,377,74,399,226,359
2020-04-06 15:00:00,705,242,0,188,391,470,93,420,278,405
2020-04-06 16:00:00,869,277,0,196,374,462,116,485,296,437
2020-04-06 17:00:00,838,282,0,197,344,495,102,471,268,488
2020-04-06 18:00:00,767,244,0,103,339,460,67,446,235,425
2020-04-06 19:00:00,496,159,0,78,205,274,52,235,110,305
2020-04-06 20:00:00,302,62,0,42,98,118,22,128,54,124
2020-04-06 21:00:00,121,21,0,8,25,19,15,33,14,31
2020-04-06 22:00:00,44,7,0,3,9,6,7,12,8,2
2020-04-06 23:00:00,23,9,0,0,5,2,3,4,3,2
2020-04-07 00:00:00,10,2,0,2,1,2,2,5,0,1
2020-04-07 01:00:00,11,7,0,0,0,0,3,0,3,1
2020-04-07 02:00:00,9,0,0,0,1,1,4,4,0,2
2020-04-07 03:00:00,5,3,0,0,2,1,0,0,2,0
2020-04-07 04:00:00,16,3,0,2,0,3,3,1,0,3
2020-04-07 05:00:00,63,21,0,2,8,12,8,14,4,3
2020-04-07 06:00:00,204,58,0,15,27,52,41,59,18,48
2020-04-07 07:00:00,428,80,0,46,86,96,71,162,55,82
2020-04-07 08:00:00,468,63,0,36,100,132,75,219,48,115
2020-04-07 09:00:00,280,43,0,28,90,84,30,137,59,81
2020-04-07 10:00:00,300,48,0,44,107,132,43,117,95,134
2020-04-07 11:00:00,370,103,0,62,146,186,51,168,125,187
2020-04-07 12:00:00,424,114,0,90,196,228,62,223,153,210
2020-04-07 13:00:00,511,138,0,138,223,260,58,303,181,253
2020-04-07 14:00:00,585,200,0,146,214,312,67,320,194,288
2020-04-07 15:00:00,725,248,0,176,369,446,95,398,277,456
2020-04-07 16:00:00,886,261,0,234,425,457,105,511,275,432
2020-04-07 17:00:00,980,294,0,190,389,489,78,532,288,495
2020-04-07 18:00:00,756,261,0,123,310,458,72,476,270,429
2020-04-07 19:00:00,520,164,0,76,222,316,59,323,146,340
2020-04-07 20:00:00,289,83,0,42,141,149,26,145,80,166
2020-04-07 21:00:00,127,19,0,13,17,34,26,45,12,43
2020-04-07 22:00:00,64,8,0,4,11,11,12,14,8,7
2020-04-07 23:00:00,43,9,0,2,4,9,5,8,1,9
2020-04-08 00:00:00,19,3,0,4,2,2,3,5,4,6
2020-04-08 01:00:00,14,1,0,0,1,10,0,1,1,2
2020-04-08 02:00:00,9,0,0,0,1,2,0,1,0,5
2020-04-08 03:00:00,8,2,0,1,1,0,1,4,0,0
2020-04-08 04:00:00,13,4,0,0,1,3,2,0,0,4
2020-04-08 05:00:00,61,19,0,1,8,12,9,10,5,8
2020-04-08 06:00:00,190,68,0,23,36,49,40,57,24,40
2020-04-08 07:00:00,461,89,0,41,86,110,66,184,57,105
2020-04-08 08:00:00,455,82,0,44,98,105,67,203,52,103
2020-04-08 09:00:00,344,66,0,43,86,108,43,156,63,94
2020-04-08 10:00:00,379,78,0,62,133,177,47,157,102,169
2020-04-08 11:00:00,453,125,0,104,157,268,66,239,151,265
2020-04-08 12:00:00,505,176,0,152,249,289,63,284,212,274
2020-04-08 13:00:00,531,159,0,155,279,327,68,353,236,309
2020-04-08 14:00:00,637,202,0,205,346,443,83,385,215,397
2020-04-08 15:00:00,712,263,0,221,421,472,77,458,357,464
2020-04-08 16:00:00,798,337,0,207,438,490,107,525,356,483
2020-04-08 17:00:00,933,322,0,198,476,563,75,579,321,509
2020-04-08 18:00:00,775,298,0,165,388,475,63,460,287,510
2020-04-08 19:00:00,631,192,0,95,267,397,56,302,188,390
2020-04-08 20:00:00,336,88,0,33,115,185,24,168,86,207
2020-04-08 21:00:00,148,28,0,6,23,30,13,40,17,28
2020-04-08 22:00:00,68,14,0,8,4,4,7,20,5,7
2020-04-08 23:00:00,39,10,0,4,3,7,3,6,1,4
2020-04-09 00:00:00,24,4,0,1,0,5,1,4,0,2
2020-04-09 01:00:00,6,4,0,0,1,2,1,0,0,3
2020-04-09 02:00:00,3,2,0,0,0,4,1,0,0,4
2020-04-09 03:00:00,6,1,0,0,2,0,2,2,0,1
2020-04-09 04:00:00,19,4,0,1,1,4,5,0,0,4
2020-04-09 05:00:00,64,18,0,1,7,6,9,14,5,3
2020-04-09 06:00:00,179,63,0,24,31,49,34,51,17,35
2020-04-09 07:00:00,469,91,0,30,94,106,58,159,40,96
2020-04-09 08:00:00,433,72,0,32,106,113,59,175,56,83
2020-04-09 09:00:00,332,59,0,29,88,100,44,126,70,97
2020-04-09 10:00:00,299,81,0,76,132,149,48,167,113,144
2020-04-09 11:00:00,410,103,0,90,176,210,44,225,158,201
2020-04-09 12:00:00,539,137,0,127,183,285,68,270,143,286
2020-04-09 13:00:00,468,172,0,124,250,298,68,293,194,301
2020-04-09 14:00:00,621,181,0,157,282,344,77,364,254,331
2020-04-09 15:00:00,658,274,0,153,345,394,88,389,265,371
2020-04-09 16:00:00,819,277,0,173,370,493,102,459,269,452
2020-04-09 17:00:00,848,275,0,161,388,494,70,486,270,423
2020-04-09 18:00:00,742,268,0,139,314,443,62,445,225,418
2020-04-09 19:00:00,566,186,0,124,222,336,46,281,144,349
2020-04-09 20:00:00,355,95,0,43,109,153,28,147,60,157
2020-04-09 21:00:00,157,34,0,13,25,42,20,40,25,52
2020-04-09 22:00:00,66,10,0,5,11,10,6,11,8,4
2020-04-09 23:00:00,38,10,0,2,3,6,1,5,2,6
2020-04-10 00:00:00,26,3,0,1,0,2,9,4,0,2
2020-04-10 01:00:00,23,2,0,0,2,1,3,6,0,3
2020-04-10 02:00:00,4,2,0,0,1,0,0,0,1,0
2020-04-10 03:00:00,6,3,0,0,0,0,0,0,0,0
2020-04-10 04:00:00,6,1,0,1,0,5,2,0,0,4
2020-04-10 05:00:00,16,1,0,1,2,3,0,4,1,2
2020-04-10 06:00:00,26,8,0,3,5,8,4,6,4,8
2020-04-10 07:00:00,37,19,0,8,34,32,6,39,15,26
2020-04-10 08:00:00,93,40,0,15,66,69,13,85,46,65
2020-04-10 09:00:00,160,85,0,47,126,153,19,175,102,139
2020-04-10 10:00:00,310,220,0,132,226,273,46,269,201,262
2020-04-10 11:00:00,377,247,0,160,359,433,58,382,347,400
2020-04-10 12:00:00,561,337,0,265,425,448,56,495,415,446
2020-04-10 13:00:00,663,354,0,290,567,613,43,531,508,537
2020-04-10 14:00:00,754,486,0,391,552,691,70,651,506,599
2020-04-10 15:00:00,872,472,0,361,585,683,101,702,498,618
2020-04-10 16:00:00,823,474,0,295,589,708,58,660,433,695
2020-04-10 17:00:00,760,392,0,265,447,641,74,506,386,628
2020-04-10 18:00:00,690,293,0,206,375,494,68,484,298,490
2020-04-10 19:00:00,469,200,0,96,220,387,34,290,181,366
2020-04-10 20:00:00,296,103,0,43,103,166,16,137,83,173
2020-04-10 21:00:00,134,19,0,5,20,24,17,44,14,26
2020-04-10 22:00:00,66,12,0,0,17,9,8,16,10,9
2020-04-10 23:00:00,31,9,0,0,4,13,4,7,1,6
2020-04-11 00:00:00,21,1,0,0,4,2,5,9,0,0
2020-04-11 01:00:00,16,4,0,0,6,3,2,5,8,0
2020-04-11 02:00:00,7,0,0,3,0,0,0,1,0,0
2020-04-11 03:00:00,2,3,0,0,0,0,0,0,1,0
2020-04-11 04:00:00,7,2,0,2,0,4,0,0,0,4
2020-04-11 05:00:00,15,4,0,0,3,2,3,4,3,3
2020-04-11 06:00:00,34,6,0,3,5,13,5,10,5,6
2020-04-11 07:00:00,67,18,0,7,27,24,16,34,24,26
2020-04-11 08:00:00,157,34,0,22,65,71,22,67,36,74
2020-04-11 09:00:00,211,50,0,32,75,110,31,95,67,104
2020-04-11 10:00:00,411,125,0,68,148,213,52,214,136,207
2020-04-11 11:00:00,550,184,0,110,259,302,74,262,236,317
2020-04-11 12:00:00,625,204,0,169,295,339,66,316,234,368
2020-04-11 13:00:00,724,258,0,214,397,452,88,405,311,394
2020-04-11 14:00:00,733,307,0,279,428,548,85,493,351,539
2020-04-11 15:00:00,781,306,0,298,458,598,60,568,393,550
2020-04-11 16:00:00,730,362,0,310,481,573,61,557,365,535
2020-04-11 17:00:00,727,281,0,213,407,549,62,473,329,540
2020-04-11 18:00:00,619,261,0,165,347,440,40,442,221,456
2020-04-11 19:00:00,532,159,0,100,189,321,28,246,154,312
2020-04-11 20:00:00,301,91,0,32,103,174,27,141,72,173
2020-04-11 21:00:00,185,25,0,8,24,59,11,32,15,45
2020-04-11 22:00:00,82,9,0,12,13,10,2,17,7,31
2020-04-11 23:00:00,52,2,0,1,4,10,14,12,5,8
2020-04-12 00:00:00,34,1,0,1,3,4,4,2,1,6
2020-04-12 01:00:00,21,1,0,0,1,0,3,6,0,3
2020-04-12 02:00:00,12,4,0,0,0,4,2,0,0,2
2020-04-12 03:00:00,3,1,0,0,0,3,1,0,0,1
2020-04-12 04:00:00,7,0,0,0,0,1,0,2,0,0
2020-04-12 05:00:00,12,1,0,1,6,2,1,7,6,3
2020-04-12 06:00:00,31,12,0,0,4,13,0,16,7,10
2020-04-12 07:00:00,40,19,0,15,24,39,2,25,18,28
2020-04-12 08:00:00,75,35,0,15,59,60,7,75,51,58
2020-04-12 09:00:00,165,80,0,61,129,132,18,126,97,131
2020-04-12 10:00:00,280,193,0,128,248,249,36,265,184,226
2020-04-12 11:00:00,320,240,0,186,397,367,32,340,315,314
2020-04-12 12:00:00,541,312,0,274,409,489,47,471,347,431
2020-04-12 13:00:00,619,390,0,246,473,575,59,555,422,506
2020-04-12 14:00:00,755,392,0,266,514,634,71,543,447,621
2020-04-12 15:00:00,734,379,0,315,491,698,72,554,414,625
2020-04-12 16:00:00,645,310,0,318,524,572,63,572,358,537
2020-04-12 17:00:00,769,348,0,203,420,581,45,507,373,552
2020-04-12 18:00:00,641,264,0,183,322,485,43,400,254,472
2020-04-12 19:00:00,457,155,0,108,211,336,40,240,176,310
2020-04-12 20:00:00,325,108,0,86,119,182,22,132,73,171
2020-04-12 21:00:00,156,26,0,16,20,51,13,46,19,42
2020-04-12 22:00:00,61,13,0,5,0,15,11,6,0,10
2020-04-12 23:00:00,46,7,0,3,3,6,4,9,2,9
2020-04-13 00:00:00,32,3,0,1,0,5,4,3,3,2
2020-04-13 01:00:00,16,7,0,0,1,0,4,0,0,0
2020-04-13 02:00:00,3,6,0,0,1,0,0,1,0,0
2020-04-13 03:00:00,6,0,0,0,1,0,1,0,0,1
2020-04-13 04:00:00,4,1,0,3,0,0,1,0,0,0
2020-04-13 05:00:00,16,3,0,0,1,4,1,7,1,1
2020-04-13 06:00:00,21,5,0,2,6,5,5,5,5,7
2020-04-13 07:00:00,27,14,0,11,23,21,7,26,20,21
2020-04-13 08:00:00,60,29,0,12,37,40,8,54,25,34
2020-04-13 09:00:00,66,38,0,15,37,58,7,44,41,49
2020-04-13 10:00:00,76,30,0,19,30,53,7,50,32,47
2020-04-13 11:00:00,105,33,0,15,62,34,13,41,26,33
2020-04-13 12:00:00,110,58,0,32,40,61,18,57,46,42
2020-04-13 13:00:00,163,60,0,56,54,92,13,86,54,75
2020-04-13 14:00:00,290,110,0,65,99,185,35,158,84,160
2020-04-13 15:00:00,390,160,0,114,184,250,39,238,159,267
2020-04-13 16:00:00,417,200,0,89,271,354,47,304,200,314
2020-04-13 17:00:00,455,175,0,93,201,335,37,299,158,345
2020-04-13 18:00:00,357,135,0,67,145,280,29,181,109,251
2020-04-13 19:00:00,277,74,0,50,63,148,31,95,62,169
2020-04-13 20:00:00,135,30,0,16,27,70,9,38,23,56
2020-04-13 21:00:00,74,19,0,4,10,19,5,9,6,20
2020-04-13 22:00:00,32,6,0,0,1,9,1,4,1,7
2020-04-13 23:00:00,32,1,0,0,0,8,4,2,3,3
2020-04-14 00:00:00,10,1,0,0,3,1,4,3,0,5
2020-04-14 01:00:00,5,2,0,0,1,0,4,2,2,0
2020-04-14 02:00:00,4,0,0,0,1,0,1,0,2,0
2020-04-14 03:00:00,5,4,0,0,0,0,0,1,0,0
2020-04-14 04:00:00,16,1,0,0,2,2,11,2,0,1
2020-04-14 05:00:00,58,15,0,1,2,6,6,6,4,6
2020-04-14 06:00:00,160,41,0,10,31,36,39,45,19,29
2020-04-14 07:00:00,399,72,0,27,66,74,59,134,39,58
2020-04-14 08:00:00,405,48,0,30,86,97,65,152,40,77
2020-04-14 09:00:00,239,29,0,14,56,66,37,105,34,71
2020-04-14 10:00:00,228,29,0,27,56,82,45,76,37,68
2020-04-14 11:00:00,272,41,0,23,73,97,30,85,48,77
2020-04-14 12:00:00,299,64,0,30,76,119,44,122,71,101
2020-04-14 13:00:00,362,66,0,31,75,141,52,108,62,124
2020-04-14 14:00:00,366,79,0,59,86,105,60,137,48,120
2020-04-14 15:00:00,411,109,0,67,118,203,67,177,86,158
2020-04-14 16:00:00,503,132,0,74,192,209,54,274,145,198
2020-04-14 17:00:00,571,152,0,71,201,245,88,264,154,233
2020-04-14 18:00:00,482,123,0,50,173,244,51,217,100,222
2020-04-14 19:00:00,317,98,0,36,77,138,31,128,59,143
2020-04-14 20:00:00,191,43,0,16,51,83,18,53,30,66
2020-04-14 21:00:00,88,15,0,4,19,29,11,27,6,29
2020-04-14 22:00:00,39,4,0,0,0,3,6,10,8,5
2020-04-14 23:00:00,31,3,0,0,3,3,4,5,5,3
2020-04-15 00:00:00,13,1,0,0,3,2,7,0,0,2
2020-04-15 01:00:00,6,1,0,0,2,2,1,2,4,1
2020-04-15 02:00:00,8,0,0,0,0,0,2,0,0,1
2020-04-15 03:00:00,9,2,0,0,1,0,0,2,0,0
2020-04-15 04:00:00,12,3,0,1,0,4,3,2,0,4
2020-04-15 05:00:00,65,16,0,4,3,4,5,8,1,5
2020-04-15 06:00:00,166,36,0,9,31,33,36,48,15,26
2020-04-15 07:00:00,386,70,0,28,61,70,62,144,40,68
2020-04-15 08:00:00,399,50,0,25,82,98,56,175,32,78
2020-04-15 09:00:00,274,44,0,23,75,90,40,109,34,81
2020-04-15 10:00:00,268,63,0,43,76,121,26,128,71,116
2020-04-15 11:00:00,356,96,0,48,139,176,39,197,86,175
2020-04-15 12:00:00,441,117,0,88,152,216,70,207,141,202
2020-04-15 13:00:00,473,129,0,135,207,308,53,278,171,249
2020-04-15 14:00:00,583,193,0,143,264,344,83,331,215,349
2020-04-15 15:00:00,677,211,0,172,350,442,71,445,278,391
2020-04-15 16:00:00,746,302,0,161,349,497,109,418,251,509
2020-04-15 17:00:00,833,318,0,184,382,526,92,548,266,534
2020-04-15 18:00:00,743,244,0,126,327,468,49,417,218,404
2020-04-15 19:00:00,502,155,0,79,160,295,39,274,129,304
2020-04-15 20:00:00,273,78,0,26,117,117,27,117,70,144
2020-04-15 21:00:00,149,26,0,3,22,39,15,61,22,44
2020-04-15 22:00:00,66,10,0,2,6,7,9,14,10,13
2020-04-15 23:00:00,52,5,0,2,4,7,5,9,1,1
2020-04-16 00:00:00,21,4,0,0,1,2,3,4,0,3
2020-04-16 01:00:00,15,0,0,0,1,6,1,1,0,0
2020-04-16 02:00:00,6,0,0,0,1,1,1,2,1,4
2020-04-16 03:00:00,8,2,0,0,1,1,0,2,0,0
2020-04-16 04:00:00,12,3,0,1,2,5,3,1,1,5
2020-04-16 05:00:00,60,29,0,4,6,7,16,14,4,2
2020-04-16 06:00:00,190,49,0,14,36,56,36,54,25,42
2020-04-16 07:00:00,439,98,0,35,79,88,84,153,44,85
2020-04-16 08:00:00,442,70,0,45,114,114,67,198,47,102
2020-04-16 09:00:00,344,58,0,40,81,101,42,152,72,107
2020-04-16 10:00:00,316,69,0,66,122,179,52,161,81,178
2020-04-16 11:00:00,414,123,0,131,233,221,49,263,152,226
2020-04-16 12:00:00,506,183,0,174,258,350,50,343,201,323
2020-04-16 13:00:00,582,215,0,201,357,400,73,417,256,373
2020-04-16 14:00:00,638,244,0,240,431,453,97,475,337,455
2020-04-16 15:00:00,757,295,0,241,495,547,103,532,365,479
2020-04-16 16:00:00,878,298,0,256,485,541,101,599,360,526
2020-04-16 17:00:00,932,312,0,209,487,577,86,537,352,527
2020-04-16 18:00:00,819,280,0,173,399,559,64,510,308,538
2020-04-16 19:00:00,615,209,0,99,286,391,75,334,192,375
2020-04-16 20:00:00,388,88,0,56,138,188,36,188,76,209
2020-04-16 21:00:00,191,43,0,21,33,68,22,46,27,67
2020-04-16 22:00:00,71,13,0,3,4,22,17,24,5,17
2020-04-16 23:00:00,60,5,0,7,8,6,3,8,5,6
2020-04-17 00:00:00,42,5,0,0,3,3,6,9,0,3
2020-04-17 01:00:00,13,2,0,0,2,2,4,0,1,0
2020-04-17 02:00:00,8,0,0,1,0,1,2,1,0,0
2020-04-17 03:00:00,8,3,0,0,1,0,2,3,0,0
2020-04-17 04:00:00,9,2,0,0,2,3,6,1,1,3
2020-04-17 05:00:00,58,23,0,4,7,2,13,13,2,0
2020-04-17 06:00:00,179,46,0,15,29,43,37,47,12,33
2020-04-17 07:00:00,428,76,0,36,73,78,69,144,48,64
2020-04-17 08:00:00,382,66,0,30,103,122,63,201,50,111
2020-04-17 09:00:00,338,62,0,40,114,110,51,141,69,95
2020-04-17 10:00:00,349,81,0,66,144,168,53,166,129,162
2020-04-17 11:00:00,466,168,0,126,182,299,52,251,197,283
2020-04-17 12:00:00,550,152,0,152,314,313,80,314,240,283
2020-04-17 13:00:00,610,229,0,186,283,327,82,338,244,296
2020-04-17 14:00:00,762,247,0,211,416,440,87,456,293,396
2020-04-17 15:00:00,841,295,0,231,509,524,76,552,377,452
2020-04-17 16:00:00,906,336,0,256,488,595,101,553,376,576
2020-04-17 17:00:00,940,311,0,196,454,582,70,559,365,511
2020-04-17 18:00:00,808,294,0,170,424,542,42,458,273,488
2020-04-17 19:00:00,618,219,0,121,264,403,48,304,211,403
2020-04-17 20:00:00,479,115,0,34,115,237,33,200,80,280
2020-04-17 21:00:00,230,43,0,33,40,93,25,75,16,123
2020-04-17 22:00:00,95,20,0,10,14,40,7,26,5,35
2020-04-17 23:00:00,72,5,0,1,3,16,3,10,5,7
2020-04-18 00:00:00,79,5,0,2,2,12,4,8,7,7
2020-04-18 01:00:00,37,10,0,2,2,3,2,5,2,4
2020-04-18 02:00:00,14,4,0,1,2,0,1,3,0,0
2020-04-18 03:00:00,9,0,0,0,0,0,0,1,2,2
2020-04-18 04:00:00,13,3,0,1,1,4,3,1,0,1
2020-04-18 05:00:00,19,4,0,0,1,3,3,7,1,1
2020-04-18 06:00:00,28,12,0,3,11,11,10,13,5,5
2020-04-18 07:00:00,59,16,0,6,16,21,10,30,15,22
2020-04-18 08:00:00,113,31,0,17,51,63,28,69,45,53
2020-04-18 09:00:00,219,73,0,30,81,147,25,117,85,117
2020-04-18 10:00:00,311,125,0,90,160,245,58,211,140,211
2020-04-18 11:00:00,472,159,0,128,229,288,63,301,188,295
2020-04-18 12:00:00,493,152,0,119,233,302,72,297,206,256
2020-04-18 13:00:00,406,151,0,134,156,222,54,234,104,203
2020-04-18 14:00:00,449,137,0,109,225,256,59,265,147,252
2020-04-18 15:00:00,433,150,0,155,212,299,43,282,204,301
2020-04-18 16:00:00,405,125,0,117,184,245,38,240,128,223
2020-04-18 17:00:00,415,142,0,98,213,236,54,276,170,239
2020-04-18 18:00:00,343,128,0,73,161,205,28,203,114,220
2020-04-18 19:00:00,268,106,0,59,142,163,20,164,106,168
2020-04-18 20:00:00,186,36,0,33,77,90,18,90,48,98
2020-04-18 21:00:00,93,20,0,16,23,38,5,48,15,53
2020-04-18 22:00:00,72,11,0,2,13,7,8,22,4,10
2020-04-18 23:00:00,50,11,0,0,8,8,6,13,5,1
2020-04-19 00:00:00,35,2,0,3,0,9,6,4,1,6
2020-04-19 01:00:00,22,7,0,1,1,2,1,1,0,2
2020-04-19 02:00:00,19,1,0,0,0,0,3,1,1,2
2020-04-19 03:00:00,8,0,0,0,3,1,0,1,0,1
2020-04-19 04:00:00,6,1,0,0,1,2,1,1,0,2
2020-04-19 05:00:00,16,0,0,2,3,2,1,2,0,2
2020-04-19 06:00:00,19,3,0,5,6,9,4,6,2,8
2020-04-19 07:00:00,37,20,0,13,18,23,6,23,21,23
2020-04-19 08:00:00,68,39,0,31,35,56,9,61,41,45
2020-04-19 09:00:00,115,56,0,39,89,113,8,127,56,98
2020-04-19 10:00:00,215,104,0,82,137,196,26,178,128,148
2020-04-19 11:00:00,300,177,0,110,145,221,46,214,126,187
2020-04-19 12:00:00,343,210,0,126,231,347,27,265,198,279
2020-04-19 13:00:00,471,217,0,239,318,342,64,326,210,331
2020-04-19 14:00:00,555,308,0,203,367,477,65,441,255,438
2020-04-19 15:00:00,687,309,0,215,506,572,74,547,354,515
2020-04-19 16:00:00,684,317,0,262,502,649,74,570,446,639
2020-04-19 17:00:00,696,349,0,214,449,548,57,565,306,529
2020-04-19 18:00:00,504,184,0,120,253,342,66,315,160,342
2020-04-19 19:00:00,324,140,0,77,111,200,29,178,119,206
2020-04-19 20:00:00,235,74,0,49,87,108,21,93,37,120
2020-04-19 21:00:00,103,19,0,8,12,38,11,46,16,37
2020-04-19 22:00:00,58,6,0,3,6,9,4,11,5,7
2020-04-19 23:00:00,28,6,0,1,1,5,2,5,0,3
2020-04-20 00:00:00,16,1,0,1,3,3,0,2,0,2
2020-04-20 01:00:00,8,0,0,0,1,2,1,1,0,0
2020-04-20 02:00:00,6,0,0,0,0,1,2,0,0,0
2020-04-20 03:00:00,4,5,0,0,1,0,2,2,0,0
2020-04-20 04:00:00,15,2,0,1,0,1,1,4,0,1
2020-04-20 05:00:00,72,18,0,4,6,13,18,7,4,7
2020-04-20 06:00:00,217,68,0,18,38,54,36,68,24,43
2020-04-20 07:00:00,540,95,0,55,105,112,115,196,71,108
2020-04-20 08:00:00,518,90,0,43,142,123,95,223,54,127
2020-04-20 09:00:00,382,41,0,24,107,93,42,135,75,89
2020-04-20 10:00:00,355,53,0,32,99,90,74,123,80,119
2020-04-20 11:00:00,377,91,0,38,108,143,53,144,80,147
2020-04-20 12:00:00,441,77,0,46,138,156,82,191,111,170
2020-04-20 13:00:00,481,96,0,80,150,190,52,224,108,210
2020-04-20 14:00:00,481,113,0,82,177,212,73,230,139,232
2020-04-20 15:00:00,693,158,0,97,242,297,77,334,185,288
2020-04-20 16:00:00,969,235,0,112,245,348,110,422,160,393
2020-04-20 17:00:00,964,247,0,116,285,446,127,466,148,451
2020-04-20 18:00:00,772,229,0,110,260,402,83,402,162,411
2020-04-20 19:00:00,577,175,0,54,162,339,60,228,130,319
2020-04-20 20:00:00,314,91,0,32,83,159,36,124,74,164
2020-04-20 21:00:00,136,15,0,3,26,29,12,45,10,27
2020-04-20 22:00:00,56,10,0,3,13,24,7,16,4,9
2020-04-20 23:00:00,24,8,0,0,4,2,8,6,4,7
2020-04-21 00:00:00,11,3,0,2,2,0,4,1,3,0
2020-04-21 01:00:00,10,0,0,0,0,1,3,2,0,1
2020-04-21 02:00:00,10,0,0,1,0,0,2,0,0,0
2020-04-21 03:00:00,6,2,0,0,2,0,1,1,0,0
2020-04-21 04:00:00,10,2,0,1,0,5,3,3,0,4
2020-04-21 05:00:00,71,24,0,6,6,9,13,14,5,3
2020-04-21 06:00:00,233,78,0,22,44,58,44,69,26,46
2020-04-21 07:00:00,560,118,0,51,89,122,80,216,70,121
2020-04-21 08:00:00,508,87,0,52,126,142,103,262,61,122
2020-04-21 09:00:00,393,52,0,30,91,98,45,167,79,100
2020-04-21 10:00:00,382,77,0,63,95,120,45,120,73,142
2020-04-21 11:00:00,467,75,0,49,116,186,45,166,101,188
2020-04-21 12:00:00,478,116,0,77,149,186,82,190,119,192
2020-04-21 13:00:00,557,113,0,83,169,223,71,211,139,243
2020-04-21 14:00:00,560,158,0,90,196,248,84,249,158,251
2020-04-21 15:00:00,751,174,0,123,255,302,87,354,191,316
2020-04-21 16:00:00,913,244,0,137,281,455,107,446,191,411
2020-04-21 17:00:00,945,261,0,164,342,470,106,516,229,446
2020-04-21 18:00:00,872,258,0,132,283,480,102,439,172,433
2020-04-21 19:00:00,594,209,0,90,194,348,61,286,126,406
2020-04-21 20:00:00,407,106,0,30,120,224,27,154,68,248
2020-04-21 21:00:00,178,28,0,5,36,49,18,75,22,61
2020-04-21 22:00:00,77,15,0,0,8,15,10,9,6,23
2020-04-21 23:00:00,38,3,0,0,2,3,7,15,3,5
2020-04-22 00:00:00,21,5,0,4,4,4,6,9,1,3
2020-04-22 01:00:00,15,3,0,1,1,6,1,2,0,2
2020-04-22 02:00:00,4,0,0,0,0,2,2,1,0,1
2020-04-22 03:00:00,5,1,0,0,0,4,4,1,0,1
2020-04-22 04:00:00,13,9,0,1,0,4,5,3,0,1
2020-04-22 05:00:00,69,19,0,9,6,9,18,12,3,3
2020-04-22 06:00:00,219,77,0,19,35,47,48,70,25,43
2020-04-22 07:00:00,544,109,0,57,111,119,84,206,66,119
2020-04-22 08:00:00,583,80,0,34,140,147,100,253,66,115
2020-04-22 09:00:00,373,58,0,37,82,109,43,164,74,116
2020-04-22 10:00:00,385,76,0,51,121,135,50,153,87,133
2020-04-22 11:00:00,421,96,0,89,139,180,72,217,109,194
2020-04-22 12:00:00,543,128,0,92,221,243,64,247,151,236
2020-04-22 13:00:00,577,123,0,135,252,245,90,302,156,258
2020-04-22 14:00:00,651,182,0,116,247,315,99,303,214,324
2020-04-22 15:00:00,785,238,0,142,314,408,106,366,215,410
2020-04-22 16:00:00,919,236,0,171,296,424,102,445,245,493
2020-04-22 17:00:00,1041,289,0,173,338,537,88,500,227,515
